,PlotID,Time,Sensor,Temperature
408,Trial5,2013-05-18 07:31:10,iButton,25.046
409,Trial5,2013-05-18 07:31:15,iButton,25.548
410,Trial5,2013-05-18 07:31:20,iButton,25.548
411,Trial5,2013-05-18 07:31:25,iButton,25.548
412,Trial5,2013-05-18 07:31:30,iButton,26.049
413,Trial5,2013-05-18 07:31:35,iButton,26.049
414,Trial5,2013-05-18 07:31:40,iButton,26.551
415,Trial5,2013-05-18 07:31:45,iButton,27.053
416,Trial5,2013-05-18 07:31:50,iButton,27.555
417,Trial5,2013-05-18 07:31:55,iButton,28.057
418,Trial5,2013-05-18 07:32:00,iButton,28.558
419,Trial5,2013-05-18 07:32:05,iButton,29.06
420,Trial5,2013-05-18 07:32:10,iButton,30.063
421,Trial5,2013-05-18 07:32:15,iButton,30.565
422,Trial5,2013-05-18 07:32:20,iButton,31.066
423,Trial5,2013-05-18 07:32:25,iButton,31.568
424,Trial5,2013-05-18 07:32:30,iButton,32.571
425,Trial5,2013-05-18 07:32:35,iButton,33.072
426,Trial5,2013-05-18 07:32:40,iButton,33.574
427,Trial5,2013-05-18 07:32:45,iButton,34.075
428,Trial5,2013-05-18 07:32:50,iButton,35.078
429,Trial5,2013-05-18 07:32:55,iButton,35.579
430,Trial5,2013-05-18 07:33:00,iButton,36.081
431,Trial5,2013-05-18 07:33:05,iButton,36.582
432,Trial5,2013-05-18 07:33:10,iButton,37.083
433,Trial5,2013-05-18 07:33:15,iButton,37.584
434,Trial5,2013-05-18 07:33:20,iButton,38.085
435,Trial5,2013-05-18 07:33:25,iButton,38.586
436,Trial5,2013-05-18 07:33:30,iButton,39.088
437,Trial5,2013-05-18 07:33:35,iButton,39.088
438,Trial5,2013-05-18 07:33:40,iButton,39.589
439,Trial5,2013-05-18 07:33:45,iButton,40.09
440,Trial5,2013-05-18 07:33:50,iButton,40.591
441,Trial5,2013-05-18 07:33:55,iButton,40.591
442,Trial5,2013-05-18 07:34:00,iButton,41.092
443,Trial5,2013-05-18 07:34:05,iButton,41.092
444,Trial5,2013-05-18 07:34:10,iButton,41.593
445,Trial5,2013-05-18 07:34:15,iButton,41.593
446,Trial5,2013-05-18 07:34:20,iButton,42.094
447,Trial5,2013-05-18 07:34:25,iButton,42.094
448,Trial5,2013-05-18 07:34:30,iButton,42.594
449,Trial5,2013-05-18 07:34:35,iButton,42.594
450,Trial5,2013-05-18 07:34:40,iButton,43.095
451,Trial5,2013-05-18 07:34:45,iButton,43.095
452,Trial5,2013-05-18 07:34:50,iButton,43.095
453,Trial5,2013-05-18 07:34:55,iButton,43.596
454,Trial5,2013-05-18 07:35:00,iButton,43.596
455,Trial5,2013-05-18 07:35:05,iButton,43.596
456,Trial5,2013-05-18 07:35:10,iButton,43.596
457,Trial5,2013-05-18 07:35:15,iButton,44.097
458,Trial5,2013-05-18 07:35:20,iButton,44.097
459,Trial5,2013-05-18 07:35:25,iButton,44.097
460,Trial5,2013-05-18 07:35:30,iButton,44.097
461,Trial5,2013-05-18 07:35:35,iButton,44.097
462,Trial5,2013-05-18 07:35:40,iButton,44.598
463,Trial5,2013-05-18 07:35:45,iButton,44.598
464,Trial5,2013-05-18 07:35:50,iButton,44.598
465,Trial5,2013-05-18 07:35:55,iButton,44.598
466,Trial5,2013-05-18 07:36:00,iButton,44.598
467,Trial5,2013-05-18 07:36:05,iButton,44.598
468,Trial5,2013-05-18 07:36:10,iButton,44.598
469,Trial5,2013-05-18 07:36:15,iButton,44.598
470,Trial5,2013-05-18 07:36:20,iButton,44.598
471,Trial5,2013-05-18 07:36:25,iButton,45.098
472,Trial5,2013-05-18 07:36:30,iButton,45.098
473,Trial5,2013-05-18 07:36:35,iButton,45.098
474,Trial5,2013-05-18 07:36:40,iButton,45.098
475,Trial5,2013-05-18 07:36:45,iButton,45.098
476,Trial5,2013-05-18 07:36:50,iButton,45.098
477,Trial5,2013-05-18 07:36:55,iButton,45.098
478,Trial5,2013-05-18 07:37:00,iButton,45.098
479,Trial5,2013-05-18 07:37:05,iButton,45.098
480,Trial5,2013-05-18 07:37:10,iButton,45.098
481,Trial5,2013-05-18 07:37:15,iButton,45.098
482,Trial5,2013-05-18 07:37:20,iButton,45.098
483,Trial5,2013-05-18 07:37:25,iButton,45.098
484,Trial5,2013-05-18 07:37:30,iButton,45.098
485,Trial5,2013-05-18 07:37:35,iButton,45.098
486,Trial5,2013-05-18 07:37:40,iButton,45.098
487,Trial6,2013-05-18 08:34:20,iButton,26.551
488,Trial6,2013-05-18 08:34:25,iButton,26.551
489,Trial6,2013-05-18 08:34:30,iButton,26.551
490,Trial6,2013-05-18 08:34:35,iButton,26.551
491,Trial6,2013-05-18 08:34:40,iButton,26.551
492,Trial6,2013-05-18 08:34:45,iButton,26.551
493,Trial6,2013-05-18 08:34:50,iButton,27.053
494,Trial6,2013-05-18 08:34:55,iButton,27.053
495,Trial6,2013-05-18 08:35:00,iButton,27.555
496,Trial6,2013-05-18 08:35:05,iButton,28.057
497,Trial6,2013-05-18 08:35:10,iButton,28.558
