PlotID,Time,Temperature
Trial1,5/16/13 08:39:00,30.035
Trial1,5/16/13 08:39:05,30.035
Trial1,5/16/13 08:39:10,30.035
Trial1,5/16/13 08:39:15,29.533
Trial1,5/16/13 08:39:20,29.533
Trial1,5/16/13 08:39:25,29.533
Trial1,5/16/13 08:39:30,29.032
Trial1,5/16/13 08:39:35,29.032
Trial1,5/16/13 08:39:40,29.032
Trial1,5/16/13 08:39:45,28.53
Trial1,5/16/13 08:39:50,28.53
Trial1,5/16/13 08:39:55,28.53
Trial1,5/16/13 08:40:00,28.029
Trial1,5/16/13 08:40:05,28.029
Trial1,5/16/13 08:40:10,28.029
Trial1,5/16/13 08:40:15,28.029
Trial1,5/16/13 08:40:20,28.029
Trial1,5/16/13 08:40:25,27.527
Trial1,5/16/13 08:40:30,27.527
Trial1,5/16/13 08:40:35,27.527
Trial1,5/16/13 08:40:40,27.527
Trial1,5/16/13 08:40:45,27.527
Trial1,5/16/13 08:40:50,27.527
Trial1,5/16/13 08:40:55,27.025
Trial1,5/16/13 08:41:00,27.025
Trial1,5/16/13 08:41:05,27.025
Trial1,5/16/13 08:41:10,27.025
Trial1,5/16/13 08:41:15,27.025
Trial1,5/16/13 08:41:20,27.025
Trial1,5/16/13 08:41:25,27.025
Trial1,5/16/13 08:41:30,27.025
Trial1,5/16/13 08:41:35,26.524
Trial1,5/16/13 08:41:40,26.524
Trial1,5/16/13 08:41:45,26.524
Trial1,5/16/13 08:41:50,26.524
Trial1,5/16/13 08:41:55,26.524
Trial1,5/16/13 08:42:00,26.524
Trial1,5/16/13 08:42:05,26.524
Trial1,5/16/13 08:42:10,26.524
Trial1,5/16/13 08:42:15,26.524
Trial1,5/16/13 08:42:20,26.524
Trial1,5/16/13 08:42:25,26.524
Trial1,5/16/13 08:42:30,26.022
Trial1,5/16/13 08:42:35,26.022
Trial1,5/16/13 08:42:40,26.022
Trial1,5/16/13 08:42:45,26.022
Trial1,5/16/13 08:42:50,26.022
Trial1,5/16/13 08:42:55,26.022
Trial1,5/16/13 08:43:00,26.022
Trial1,5/16/13 08:43:05,26.022
Trial1,5/16/13 08:43:10,26.022
Trial1,5/16/13 08:43:15,26.022
Trial1,5/16/13 08:43:20,26.022
Trial1,5/16/13 08:43:25,26.022
Trial1,5/16/13 08:43:30,26.022
Trial1,5/16/13 08:43:35,26.022
Trial1,5/16/13 08:43:40,26.022
Trial1,5/16/13 08:43:45,26.022
Trial1,5/16/13 08:43:50,26.022
Trial1,5/16/13 08:43:55,26.022
Trial1,5/16/13 08:44:00,26.022
Trial1,5/16/13 08:44:05,26.524
Trial1,5/16/13 08:44:10,26.524
Trial1,5/16/13 08:44:15,26.524
Trial1,5/16/13 08:44:20,26.524
Trial1,5/16/13 08:44:25,26.524
Trial1,5/16/13 08:44:30,27.025
Trial1,5/16/13 08:44:35,27.025
Trial1,5/16/13 08:44:40,27.025
Trial1,5/16/13 08:44:45,27.025
Trial1,5/16/13 08:44:50,27.025
Trial1,5/16/13 08:44:55,27.025
Trial1,5/16/13 08:45:00,27.025
Trial1,5/16/13 08:45:05,27.025
Trial1,5/16/13 08:45:10,27.025
Trial1,5/16/13 08:45:15,27.025
Trial1,5/16/13 08:45:20,27.527
Trial1,5/16/13 08:45:25,27.527
Trial1,5/16/13 08:45:30,27.527
Trial1,5/16/13 08:45:35,27.527
Trial1,5/16/13 08:45:40,27.527
Trial1,5/16/13 08:45:45,27.527
Trial1,5/16/13 08:45:50,27.527
Trial1,5/16/13 08:45:55,27.527
Trial1,5/16/13 08:46:00,27.527
Trial1,5/16/13 08:46:05,27.527
Trial1,5/16/13 08:46:10,27.527
Trial1,5/16/13 08:46:15,27.527
Trial1,5/16/13 08:46:20,27.527
Trial1,5/16/13 08:46:25,27.527
Trial1,5/16/13 08:46:30,27.527
Trial1,5/16/13 08:46:35,27.527
Trial1,5/16/13 08:46:40,27.527
Trial1,5/16/13 08:46:45,27.527
Trial1,5/16/13 08:46:50,27.527
Trial1,5/16/13 08:46:55,27.527
Trial1,5/16/13 08:47:00,27.527
Trial1,5/16/13 08:47:05,27.527
Trial1,5/16/13 08:47:10,27.527
Trial1,5/16/13 08:47:15,27.527
Trial1,5/16/13 08:47:20,27.527
Trial1,5/16/13 08:47:25,27.527
Trial1,5/16/13 08:47:30,27.527
Trial1,5/16/13 08:47:35,27.527
Trial1,5/16/13 08:47:40,27.527
Trial1,5/16/13 08:47:45,27.527
Trial1,5/16/13 08:47:50,27.527
Trial1,5/16/13 08:47:55,27.527
Trial1,5/16/13 08:48:00,27.527
Trial1,5/16/13 08:48:05,27.527
Trial1,5/16/13 08:48:10,27.527
Trial1,5/16/13 08:48:15,27.527
Trial1,5/16/13 08:48:20,27.527
Trial1,5/16/13 08:48:25,27.527
Trial1,5/16/13 08:48:30,27.527
Trial1,5/16/13 08:48:35,27.527
Trial1,5/16/13 08:48:40,28.029
Trial1,5/16/13 08:48:45,28.029
Trial1,5/16/13 08:48:50,28.029
Trial1,5/16/13 08:48:55,28.029
Trial1,5/16/13 08:49:00,28.029
Trial1,5/16/13 08:49:05,28.029
Trial1,5/16/13 08:49:10,28.029
Trial1,5/16/13 08:49:15,28.029
Trial1,5/16/13 08:49:20,28.53
Trial1,5/16/13 08:49:25,28.53
Trial1,5/16/13 08:49:30,28.53
Trial1,5/16/13 08:49:35,28.53
Trial1,5/16/13 08:49:40,28.53
Trial1,5/16/13 08:49:45,28.53
Trial1,5/16/13 08:49:50,29.032
Trial1,5/16/13 08:49:55,29.032
Trial1,5/16/13 08:50:00,29.032
Trial1,5/16/13 08:50:05,29.032
Trial1,5/16/13 08:50:10,29.032
Trial1,5/16/13 08:50:15,29.533
Trial1,5/16/13 08:50:20,29.533
Trial1,5/16/13 08:50:25,29.533
Trial1,5/16/13 08:50:30,29.533
Trial1,5/16/13 08:50:35,29.533
Trial1,5/16/13 08:50:40,29.533
Trial1,5/16/13 08:50:45,30.035
Trial1,5/16/13 08:50:50,30.035
Trial1,5/16/13 08:50:55,30.035
Trial1,5/16/13 08:51:00,30.035
Trial1,5/16/13 08:51:05,30.035
Trial1,5/16/13 08:51:10,30.035
Trial1,5/16/13 08:51:15,30.035
Trial1,5/16/13 08:51:20,30.035
Trial1,5/16/13 08:51:25,30.536
Trial1,5/16/13 08:51:30,30.536
Trial1,5/16/13 08:51:35,30.536
Trial1,5/16/13 08:51:40,30.536
Trial1,5/16/13 08:51:45,30.536
Trial1,5/16/13 08:51:50,30.536
Trial1,5/16/13 08:51:55,30.536
Trial1,5/16/13 08:52:00,30.536
Trial1,5/16/13 08:52:05,30.536
Trial1,5/16/13 08:52:10,30.536
Trial1,5/16/13 08:52:15,30.536
Trial1,5/16/13 08:52:20,30.536
Trial1,5/16/13 08:52:25,30.536
Trial1,5/16/13 08:52:30,30.536
Trial1,5/16/13 08:52:35,30.536
Trial1,5/16/13 08:52:40,30.536
Trial1,5/16/13 08:52:45,30.536
Trial1,5/16/13 08:52:50,30.536
Trial1,5/16/13 08:52:55,30.536
Trial1,5/16/13 08:53:00,30.536
Trial1,5/16/13 08:53:05,31.038
Trial1,5/16/13 08:53:10,31.038
Trial1,5/16/13 08:53:15,31.038
Trial1,5/16/13 08:53:20,31.038
Trial1,5/16/13 08:53:25,31.038
Trial1,5/16/13 08:53:30,31.038
Trial1,5/16/13 08:53:35,31.038
Trial1,5/16/13 08:53:40,31.038
Trial1,5/16/13 08:53:45,31.038
Trial1,5/16/13 08:53:50,31.038
Trial1,5/16/13 08:53:55,31.038
Trial1,5/16/13 08:54:00,31.038
Trial2,5/16/13 09:48:45,28.029
Trial2,5/16/13 09:48:50,28.029
Trial2,5/16/13 09:48:55,28.53
Trial2,5/16/13 09:49:00,29.032
Trial2,5/16/13 09:49:05,29.032
Trial2,5/16/13 09:49:10,29.533
Trial2,5/16/13 09:49:15,29.533
Trial2,5/16/13 09:49:20,30.035
Trial2,5/16/13 09:49:25,30.536
Trial2,5/16/13 09:49:30,30.536
Trial2,5/16/13 09:49:35,31.038
Trial2,5/16/13 09:49:40,31.539
Trial2,5/16/13 09:49:45,32.041
Trial2,5/16/13 09:49:50,32.041
Trial2,5/16/13 09:49:55,32.542
Trial2,5/16/13 09:50:00,33.043
Trial2,5/16/13 09:50:05,33.043
Trial2,5/16/13 09:50:10,33.545
Trial2,5/16/13 09:50:15,33.545
Trial2,5/16/13 09:50:20,34.046
Trial2,5/16/13 09:50:25,34.547
Trial2,5/16/13 09:50:30,34.547
Trial2,5/16/13 09:50:35,35.049
Trial2,5/16/13 09:50:40,35.049
Trial2,5/16/13 09:50:45,35.55
Trial2,5/16/13 09:50:50,36.051
Trial2,5/16/13 09:50:55,36.051
Trial2,5/16/13 09:51:00,36.552
Trial2,5/16/13 09:51:05,36.552
Trial2,5/16/13 09:51:10,37.053
Trial2,5/16/13 09:51:15,37.053
Trial2,5/16/13 09:51:20,37.053
Trial2,5/16/13 09:51:25,37.554
Trial2,5/16/13 09:51:30,37.554
Trial2,5/16/13 09:51:35,38.055
Trial2,5/16/13 09:51:40,38.055
Trial2,5/16/13 09:51:45,38.556
Trial2,5/16/13 09:51:50,38.556
Trial2,5/16/13 09:51:55,38.556
Trial2,5/16/13 09:52:00,39.058
Trial2,5/16/13 09:52:05,39.058
Trial2,5/16/13 09:52:10,39.058
Trial2,5/16/13 09:52:15,39.559
Trial2,5/16/13 09:52:20,39.559
Trial2,5/16/13 09:52:25,39.559
Trial2,5/16/13 09:52:30,39.559
Trial2,5/16/13 09:52:35,40.059
Trial2,5/16/13 09:52:40,40.059
Trial2,5/16/13 09:52:45,40.059
Trial2,5/16/13 09:52:50,40.059
Trial2,5/16/13 09:52:55,40.56
Trial2,5/16/13 09:53:00,40.56
Trial2,5/16/13 09:53:05,40.56
Trial2,5/16/13 09:53:10,40.56
Trial2,5/16/13 09:53:15,40.56
Trial2,5/16/13 09:53:20,41.061
Trial2,5/16/13 09:53:25,41.061
Trial2,5/16/13 09:53:30,41.061
Trial2,5/16/13 09:53:35,41.061
Trial2,5/16/13 09:53:40,41.061
Trial2,5/16/13 09:53:45,41.061
Trial2,5/16/13 09:53:50,41.061
Trial2,5/16/13 09:53:55,41.562
Trial2,5/16/13 09:54:00,41.562
Trial2,5/16/13 09:54:05,41.562
Trial2,5/16/13 09:54:10,41.562
Trial2,5/16/13 09:54:15,41.562
Trial2,5/16/13 09:54:20,41.562
Trial2,5/16/13 09:54:25,41.562
Trial2,5/16/13 09:54:30,41.562
Trial2,5/16/13 09:54:35,41.562
Trial2,5/16/13 09:54:40,41.562
Trial2,5/16/13 09:54:45,41.562
Trial2,5/16/13 09:54:50,41.562
Trial2,5/16/13 09:54:55,41.562
Trial2,5/16/13 09:55:00,41.562
Trial2,5/16/13 09:55:05,42.063
Trial2,5/16/13 09:55:10,42.063
Trial2,5/16/13 09:55:15,42.063
Trial2,5/16/13 09:55:20,42.063
Trial2,5/16/13 09:55:25,42.063
Trial2,5/16/13 09:55:30,42.063
Trial2,5/16/13 09:55:35,42.063
Trial2,5/16/13 09:55:40,42.063
Trial2,5/16/13 09:55:45,42.063
Trial2,5/16/13 09:55:50,42.063
Trial2,5/16/13 09:55:55,42.063
Trial2,5/16/13 09:56:00,42.063
Trial2,5/16/13 09:56:05,42.063
Trial3,5/16/13 10:52:30,29.032
Trial3,5/16/13 10:52:35,29.032
Trial3,5/16/13 10:52:40,29.533
Trial3,5/16/13 10:52:45,29.533
Trial3,5/16/13 10:52:50,30.035
Trial3,5/16/13 10:52:55,30.536
Trial3,5/16/13 10:53:00,31.038
Trial3,5/16/13 10:53:05,31.539
Trial3,5/16/13 10:53:10,32.542
Trial3,5/16/13 10:53:15,33.043
Trial3,5/16/13 10:53:20,34.046
Trial3,5/16/13 10:53:25,35.049
Trial3,5/16/13 10:53:30,35.55
Trial3,5/16/13 10:53:35,36.552
Trial3,5/16/13 10:53:40,37.554
Trial3,5/16/13 10:53:45,38.556
Trial3,5/16/13 10:53:50,39.559
Trial3,5/16/13 10:53:55,40.56
Trial3,5/16/13 10:54:00,41.562
Trial3,5/16/13 10:54:05,42.564
Trial3,5/16/13 10:54:10,43.566
Trial3,5/16/13 10:54:15,44.567
Trial3,5/16/13 10:54:20,45.568
Trial3,5/16/13 10:54:25,46.069
Trial3,5/16/13 10:54:30,47.07
Trial3,5/16/13 10:54:35,48.071
Trial3,5/16/13 10:54:40,48.572
Trial3,5/16/13 10:54:45,49.573
Trial3,5/16/13 10:54:50,50.574
Trial3,5/16/13 10:54:55,51.074
Trial3,5/16/13 10:55:00,52.075
Trial3,5/16/13 10:55:05,52.575
Trial3,5/16/13 10:55:10,53.075
Trial3,5/16/13 10:55:15,54.076
Trial3,5/16/13 10:55:20,54.576
Trial3,5/16/13 10:55:25,55.076
Trial3,5/16/13 10:55:30,55.576
Trial3,5/16/13 10:55:35,56.076
Trial3,5/16/13 10:55:40,57.076
Trial3,5/16/13 10:55:45,57.577
Trial3,5/16/13 10:55:50,58.076
Trial3,5/16/13 10:55:55,58.576
Trial3,5/16/13 10:56:00,59.076
Trial3,5/16/13 10:56:05,59.576
Trial3,5/16/13 10:56:10,59.576
Trial3,5/16/13 10:56:15,60.076
Trial3,5/16/13 10:56:20,60.576
Trial3,5/16/13 10:56:25,61.076
Trial3,5/16/13 10:56:30,61.076
Trial3,5/16/13 10:56:35,61.576
Trial3,5/16/13 10:56:40,62.075
Trial3,5/16/13 10:56:45,62.575
Trial3,5/16/13 10:56:50,62.575
Trial3,5/16/13 10:56:55,63.075
Trial3,5/16/13 10:57:00,63.075
Trial3,5/16/13 10:57:05,63.575
Trial3,5/16/13 10:57:10,63.575
Trial3,5/16/13 10:57:15,64.074
Trial3,5/16/13 10:57:20,64.074
Trial3,5/16/13 10:57:25,64.574
Trial3,5/16/13 10:57:30,64.574
Trial3,5/16/13 10:57:35,64.574
Trial3,5/16/13 10:57:40,65.074
Trial3,5/16/13 10:57:45,65.074
Trial3,5/16/13 10:57:50,65.573
Trial3,5/16/13 10:57:55,65.573
Trial3,5/16/13 10:58:00,65.573
Trial3,5/16/13 10:58:05,65.573
Trial3,5/16/13 10:58:10,66.073
Trial3,5/16/13 10:58:15,66.073
Trial3,5/16/13 10:58:20,66.073
Trial3,5/16/13 10:58:25,66.073
Trial3,5/16/13 10:58:30,66.073
Trial3,5/16/13 10:58:35,66.572
Trial3,5/16/13 10:58:40,66.572
Trial3,5/16/13 10:58:45,66.572
Trial3,5/16/13 10:58:50,66.572
Trial3,5/16/13 10:58:55,66.572
Trial3,5/16/13 10:59:00,66.572
Trial3,5/16/13 10:59:05,66.572
Trial3,5/16/13 10:59:10,66.572
Trial3,5/16/13 10:59:15,67.072
Trial3,5/16/13 10:59:20,67.072
Trial3,5/16/13 10:59:25,67.072
Trial3,5/16/13 10:59:30,67.072
Trial3,5/16/13 10:59:35,67.072
Trial3,5/16/13 10:59:40,67.072
Trial3,5/16/13 10:59:45,67.072
Trial3,5/16/13 10:59:50,67.072
Trial3,5/16/13 10:59:55,67.072
Trial3,5/16/13 11:00:00,67.072
Trial3,5/16/13 11:00:05,67.072
Trial3,5/16/13 11:00:10,67.072
Trial3,5/16/13 11:00:15,67.072
Trial3,5/16/13 11:00:20,67.072
Trial3,5/16/13 11:00:25,67.072
Trial3,5/16/13 11:00:30,67.072
Trial4,5/16/13 11:53:55,35.049
Trial4,5/16/13 11:54:00,35.049
Trial4,5/16/13 11:54:05,35.55
Trial4,5/16/13 11:54:10,35.55
Trial4,5/16/13 11:54:15,36.051
Trial4,5/16/13 11:54:20,36.552
Trial4,5/16/13 11:54:25,37.554
Trial4,5/16/13 11:54:30,38.055
Trial4,5/16/13 11:54:35,39.058
Trial4,5/16/13 11:54:40,40.059
Trial4,5/16/13 11:54:45,41.061
Trial4,5/16/13 11:54:50,42.063
Trial4,5/16/13 11:54:55,43.065
Trial4,5/16/13 11:55:00,44.066
Trial4,5/16/13 11:55:05,45.068
Trial4,5/16/13 11:55:10,46.069
Trial4,5/16/13 11:55:15,47.07
Trial4,5/16/13 11:55:20,48.071
Trial4,5/16/13 11:55:25,49.072
Trial4,5/16/13 11:55:30,50.073
Trial4,5/16/13 11:55:35,51.074
Trial4,5/16/13 11:55:40,52.575
Trial4,5/16/13 11:55:45,53.075
Trial4,5/16/13 11:55:50,54.076
Trial4,5/16/13 11:55:55,55.076
Trial4,5/16/13 11:56:00,56.076
Trial4,5/16/13 11:56:05,57.076
Trial4,5/16/13 11:56:10,57.577
Trial4,5/16/13 11:56:15,58.576
Trial4,5/16/13 11:56:20,59.576
Trial4,5/16/13 11:56:25,60.076
Trial4,5/16/13 11:56:30,61.076
Trial4,5/16/13 11:56:35,61.576
Trial4,5/16/13 11:56:40,62.075
Trial4,5/16/13 11:56:45,63.075
Trial4,5/16/13 11:56:50,63.575
Trial4,5/16/13 11:56:55,64.074
Trial4,5/16/13 11:57:00,64.574
Trial4,5/16/13 11:57:05,65.074
Trial4,5/16/13 11:57:10,65.573
Trial4,5/16/13 11:57:15,66.073
Trial4,5/16/13 11:57:20,66.572
Trial4,5/16/13 11:57:25,67.072
Trial4,5/16/13 11:57:30,67.072
Trial4,5/16/13 11:57:35,67.571
Trial4,5/16/13 11:57:40,68.071
Trial4,5/16/13 11:57:45,68.071
Trial4,5/16/13 11:57:50,68.57
Trial4,5/16/13 11:57:55,69.07
Trial4,5/16/13 11:58:00,69.07
Trial4,5/16/13 11:58:05,69.569
Trial4,5/16/13 11:58:10,69.569
Trial4,5/16/13 11:58:15,70.068
Trial4,5/16/13 11:58:20,70.068
Trial4,5/16/13 11:58:25,70.068
Trial4,5/16/13 11:58:30,70.568
Trial4,5/16/13 11:58:35,70.568
Trial4,5/16/13 11:58:40,71.067
Trial4,5/16/13 11:58:45,71.067
Trial4,5/16/13 11:58:50,71.067
Trial4,5/16/13 11:58:55,71.067
Trial4,5/16/13 11:59:00,71.566
Trial4,5/16/13 11:59:05,71.566
Trial4,5/16/13 11:59:10,71.566
Trial4,5/16/13 11:59:15,71.566
Trial4,5/16/13 11:59:20,71.566
Trial4,5/16/13 11:59:25,72.065
Trial4,5/16/13 11:59:30,72.065
Trial4,5/16/13 11:59:35,72.065
Trial4,5/16/13 11:59:40,72.065
Trial4,5/16/13 11:59:45,72.065
Trial4,5/16/13 11:59:50,72.065
Trial4,5/16/13 11:59:55,72.065
Trial4,5/16/13 12:00:00,72.065
Trial4,5/16/13 12:00:05,72.065
Trial4,5/16/13 12:00:10,72.065
Trial4,5/16/13 12:00:15,72.065
Trial4,5/16/13 12:00:20,72.065
Trial4,5/16/13 12:00:25,72.065
Trial4,5/16/13 12:00:30,72.065
Trial4,5/16/13 12:00:35,72.065
Trial4,5/16/13 12:00:40,72.065
Trial4,5/16/13 12:00:45,72.065
Trial4,5/16/13 12:00:50,72.065
Trial4,5/16/13 12:00:55,72.065
Trial4,5/16/13 12:01:00,72.065
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
